id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,calculated_host_listings_count,Entire home/apt,Hotel room,Private room,Shared room,neighbourhood_labels
21280,442,5,94,1.23,90,1,1,0,0,0,9
48726,105,3,42,1.35,90,1,0,0,1,0,3
48901,548,4,4,0.07,348,1,1,0,0,0,3
50294,1206,3,72,0.67,322,5,1,0,0,0,9
60718,1084,7,8,0.07,240,2,1,0,0,0,3
61661,138,5,37,0.33,85,6,1,0,0,0,3
66574,260,4,1,0.02,328,2,1,0,0,0,3
68422,216,4,79,0.7,90,1,0,0,1,0,3
72900,459,3,14,0.16,0,1,1,0,0,0,9
75148,111,5,32,0.44,90,6,1,0,0,0,3
76961,77,2,94,0.85,180,2,1,0,0,0,3
77318,162,4,35,0.4,0,1,1,0,0,0,9
80145,110,2,14,0.15,365,2,0,0,1,0,3
84008,359,3,21,0.23,348,4,1,0,0,0,3
85807,151,2,2,0.42,364,5,1,0,0,0,3
86670,138,2,91,0.85,163,7,1,0,0,0,9
86978,825,1,0,0.0,365,1,0,0,1,0,6
87202,167,1,19,0.42,365,1,1,0,0,0,0
87762,299,2,15,0.46,343,1,1,0,0,0,9
88528,149,2,64,0.61,213,7,1,0,0,0,3
88781,127,2,47,0.53,163,7,1,0,0,0,3
89454,487,2,43,0.46,363,3,1,0,0,0,9
89862,113,2,44,0.49,161,7,1,0,0,0,3
89893,495,1,0,0.0,365,1,0,0,1,0,3
90907,625,2,2,0.31,0,1,1,0,0,0,3
92107,189,2,6,0.07,1,2,0,0,1,0,3
94895,133,1,7,0.13,365,3,0,0,1,0,3
96167,1206,7,0,0.0,83,2,1,0,0,0,3
96431,238,4,41,0.47,352,2,1,0,0,0,6
96478,170,4,0,0.0,365,3,0,0,1,0,3
97636,108,2,17,0.17,1,9,0,0,1,0,3
99547,133,2,60,0.68,90,3,1,0,0,0,3
101182,199,4,0,0.0,365,3,1,0,0,0,3
103053,385,1,0,0.0,365,1,0,0,1,0,3
106372,357,4,7,0.15,358,1,1,0,0,0,6
108882,243,3,57,0.52,0,1,1,0,0,0,3
118355,181,2,2,0.12,270,6,0,0,1,0,6
125115,825,1,2,0.02,365,1,0,0,1,0,8
125656,293,2,85,0.78,318,1,1,0,0,0,3
126008,181,5,5,0.05,87,2,0,0,1,0,9
130234,210,3,4,0.16,322,1,1,0,0,0,3
132114,104,1,5,0.06,363,1,0,0,1,0,3
132832,160,2,4,0.07,0,5,0,0,1,0,3
132909,302,1,22,0.42,1,2,0,0,1,0,8
133221,122,3,30,0.35,365,1,0,0,1,0,3
133575,137,1,4,0.04,180,2,0,0,1,0,8
137002,658,3,13,0.12,298,7,1,0,0,0,9
137048,243,3,32,0.3,1,1,1,0,0,0,9
137343,664,6,39,0.36,365,1,1,0,0,0,9
142688,133,2,94,0.87,99,3,1,0,0,0,3
145966,198,1,0,0.0,365,1,0,0,1,0,8
146028,1106,2,0,0.0,365,1,0,0,0,1,3
146402,275,2,80,0.81,365,4,0,0,1,0,3
154127,143,1,0,0.0,365,1,1,0,0,0,6
154370,137,2,4,0.04,268,4,0,0,1,0,6
166177,127,2,85,0.8,364,10,1,0,0,0,3
166861,271,3,12,0.17,272,2,0,0,1,0,3
166972,171,3,1,0.15,364,1,1,0,0,0,3
167031,155,2,73,0.79,364,10,1,0,0,0,9
167928,465,1,0,0.0,365,1,0,0,1,0,0
167932,133,1,70,0.67,364,10,1,0,0,0,3
170397,127,1,98,0.93,334,10,1,0,0,0,3
171505,416,3,1,0.02,364,1,1,0,0,0,9
172902,111,2,85,0.8,364,10,1,0,0,0,3
173709,100,1,77,0.75,62,3,1,0,0,0,3
174911,144,3,13,0.45,83,2,1,0,0,0,3
178951,525,3,78,0.73,364,3,1,0,0,0,3
186604,648,3,0,0.0,1,1,0,0,1,0,3
186638,324,10,0,0.0,0,1,0,0,1,0,9
186989,151,2,2,0.02,2,2,1,0,0,0,3
187092,211,3,0,0.0,2,2,1,0,0,0,3
190204,122,3,46,0.48,365,2,0,0,1,0,3
191462,60,1,70,1.51,327,1,0,0,1,0,3
191955,99,5,1,0.02,358,3,0,0,1,0,3
192548,548,2,1,0.02,0,2,0,0,1,0,6
194319,1206,4,13,0.12,364,1,1,0,0,0,9
196312,183,2,76,0.72,173,1,1,0,0,0,3
198646,59,1,6,0.06,364,3,0,0,1,0,2
198665,495,3,6,0.06,365,1,0,0,1,0,9
201308,825,3,2,0.02,365,1,0,0,1,0,3
202400,359,3,0,0.0,329,1,1,0,0,0,3
203674,1826,5,48,0.49,0,1,1,0,0,0,9
215793,394,2,33,0.31,2,4,0,0,1,0,3
215878,277,2,31,0.31,179,4,0,0,1,0,3
215887,221,2,32,0.31,365,4,0,0,1,0,3
216461,825,1,0,0.0,365,1,0,0,1,0,3
216700,192,4,20,0.21,364,4,0,0,1,0,3
220377,198,3,4,0.04,364,2,0,0,1,0,8
220705,299,3,0,0.0,347,2,0,0,1,0,3
221267,176,3,75,0.74,179,1,1,0,0,0,5
221379,326,9,25,0.24,268,5,1,0,0,0,3
230989,88,2,100,0.96,358,4,1,0,0,0,3
231105,209,2,43,0.53,77,5,1,0,0,0,6
231497,122,2,52,0.5,365,4,1,0,0,0,3
231516,348,2,31,0.3,365,4,1,0,0,0,3
236991,299,5,16,0.21,151,1,1,0,0,0,3
238802,319,2,41,0.39,0,3,1,0,0,0,3
239531,149,2,83,0.81,365,10,1,0,0,0,3
239690,135,3,13,0.17,0,1,0,0,1,0,3
239860,962,6,0,0.0,363,2,1,0,0,0,5
242214,199,1,0,0.0,365,3,1,0,0,0,3
245951,232,3,13,0.13,353,1,1,0,0,0,3
249323,691,1,80,0.77,357,1,1,0,0,0,3
251701,550,7,27,0.26,365,9,1,0,0,0,9
251868,177,4,82,0.79,50,2,1,0,0,0,3
253019,220,2,13,0.13,363,1,0,0,1,0,9
258466,99,3,14,0.14,364,2,0,0,1,0,8
260323,1924,2,1,0.01,365,2,1,0,0,0,6
262466,247,1,3,0.03,187,1,1,0,0,0,3
264816,269,7,28,0.29,179,2,1,0,0,0,6
265072,100,1,80,0.79,61,3,1,0,0,0,3
266698,299,5,2,0.03,363,3,1,0,0,0,3
271975,170,1,8,0.09,183,1,1,0,0,0,9
272631,293,2,22,0.31,364,2,0,0,1,0,3
273333,178,5,19,0.19,0,2,0,0,1,0,9
273496,819,3,49,0.48,364,1,1,0,0,0,9
274328,553,5,87,0.86,178,1,1,0,0,0,9
274552,122,4,2,0.02,365,1,1,0,0,0,3
276986,415,3,10,0.11,364,2,0,0,1,0,9
277124,492,2,14,0.12,1,1,0,0,1,0,9
277923,448,5,19,0.19,178,6,1,0,0,0,9
278679,149,15,14,0.14,179,5,1,0,0,0,3
278745,1759,7,1,0.01,365,4,1,0,0,0,9
280551,846,4,0,0.0,0,1,1,0,0,0,6
280625,66,3,21,0.21,365,9,0,0,1,0,3
280765,243,3,4,0.04,364,4,1,0,0,0,3
281459,275,3,9,0.49,0,1,1,0,0,0,9
282071,357,2,36,0.37,114,2,1,0,0,0,3
284762,249,2,7,0.09,364,4,1,0,0,0,3
284910,271,1,45,0.44,90,1,1,0,0,0,3
285554,103,1,17,0.34,0,3,0,0,1,0,9
285817,321,2,5,0.05,328,1,1,0,0,0,3
286677,188,2,33,0.33,219,7,0,0,1,0,3
286788,108,2,19,0.19,2,7,0,0,1,0,3
286792,138,2,1,0.06,286,7,0,0,1,0,3
289898,100,2,4,0.09,333,7,0,0,1,0,3
290503,221,15,24,0.24,179,5,1,0,0,0,3
291771,1936,4,16,0.16,83,2,1,0,0,0,3
293166,282,3,1,0.02,364,4,1,0,0,0,3
293171,271,3,0,0.0,364,4,1,0,0,0,3
294292,249,3,43,0.43,320,3,0,0,1,0,3
295493,324,2,6,0.06,365,2,1,0,0,0,3
295955,121,29,16,0.16,248,1,1,0,0,0,3
297908,100,2,34,0.37,365,1,1,0,0,0,3
299352,825,2,7,0.07,365,2,0,0,1,0,3
302327,65,3,44,0.43,0,1,1,0,0,0,3
305894,243,4,31,0.32,0,2,1,0,0,0,3
307714,270,5,8,0.08,89,1,0,0,1,0,9
310233,332,6,26,0.26,268,1,1,0,0,0,3
313441,32,1,2,0.03,365,1,0,0,1,0,7
313680,324,1,0,0.0,365,2,0,0,1,0,1
314975,1627,8,18,0.18,34,1,1,0,0,0,9
315102,138,3,39,0.44,208,2,1,0,0,0,9
315109,603,2,15,0.15,205,2,1,0,0,0,9
316355,220,4,11,0.11,363,2,0,0,1,0,9
316652,148,3,93,0.92,290,1,0,0,1,0,3
318861,608,3,3,0.04,365,1,1,0,0,0,3
321637,715,3,1,0.01,365,3,0,0,1,0,3
321648,702,3,3,0.03,365,3,0,0,1,0,3
321802,440,2,21,0.29,365,3,0,0,1,0,3
321803,1375,2,0,0.0,365,3,0,0,1,0,3
323213,221,3,13,0.17,363,1,0,0,1,0,9
323625,124,1,59,0.59,365,2,0,0,1,0,3
324324,171,4,91,0.92,269,1,1,0,0,0,3
324541,1924,3,6,0.06,365,3,0,0,1,0,3
324679,70,10,13,0.15,364,9,0,0,1,0,3
324827,440,1,0,0.0,365,1,0,0,0,1,5
326393,198,2,10,0.11,365,1,0,0,1,0,6
326674,385,2,13,0.18,365,3,0,0,1,0,3
327376,653,2,1,0.01,0,1,1,0,0,0,9
328626,1248,20,1,0.01,365,1,1,0,0,0,3
328668,200,1,0,0.0,0,1,0,0,1,0,5
329615,1100,1,0,0.0,365,1,0,0,1,0,9
330146,200,2,0,0.0,365,1,0,0,1,0,5
331088,93,2,45,0.45,364,3,0,0,1,0,9
332150,238,1,69,0.75,330,6,0,0,1,0,3
332151,242,1,35,0.44,329,6,0,0,1,0,3
336569,210,4,65,0.65,365,2,1,0,0,0,3
337105,271,5,1,0.01,362,4,1,0,0,0,3
337345,1620,1,0,0.0,365,1,0,0,1,0,6
341845,88,1,1,0.02,0,1,0,0,0,1,3
342874,103,1,83,0.84,66,3,1,0,0,0,3
344463,297,3,65,0.7,239,2,1,0,0,0,6
346694,351,1,0,0.0,363,2,0,0,1,0,1
347295,149,3,73,0.73,361,6,1,0,0,0,3
348330,514,2,19,0.26,173,1,1,0,0,0,9
348433,160,2,36,0.36,365,2,0,0,1,0,3
349618,221,2,17,0.17,359,16,0,0,1,0,9
355075,1100,1,0,0.0,365,1,0,0,1,0,3
355197,122,3,25,0.25,0,3,1,0,0,0,3
355285,1101,4,96,0.98,88,1,1,0,0,0,3
357889,214,5,13,0.15,114,3,0,0,1,0,3
361568,352,3,5,0.08,83,2,1,0,0,0,6
361569,401,2,28,0.29,358,2,1,0,0,0,6
365989,575,4,20,0.2,362,1,1,0,0,0,9
367125,100,5,2,0.07,0,2,1,0,0,0,3
367126,243,3,3,0.03,0,2,1,0,0,0,3
371899,1598,5,3,0.08,87,2,1,0,0,0,9
380887,188,5,8,1.22,155,1,1,0,0,0,3
383985,192,1,10,0.19,365,1,1,0,0,0,3
387694,1084,3,48,0.5,52,2,1,0,0,0,3
392267,77,3,81,0.84,357,1,1,0,0,0,3
394953,249,5,10,0.14,206,1,1,0,0,0,3
397397,183,2,9,0.42,88,1,1,0,0,0,3
398226,599,1,0,0.0,365,7,0,0,1,0,9
399342,1302,1,0,0.0,1,1,0,0,1,0,6
399476,475,1,3,0.05,0,1,1,0,0,0,3
402104,209,1,8,0.08,365,4,0,0,1,0,6
404771,398,5,10,0.11,180,1,1,0,0,0,3
405444,122,2,74,0.85,189,3,1,0,0,0,3
409038,221,3,10,0.13,260,6,1,0,0,0,3
409156,111,2,59,0.6,0,6,0,0,1,0,9
409183,77,15,18,0.2,263,6,1,0,0,0,3
409668,178,3,14,0.19,365,3,0,0,1,0,6
415103,77,2,20,0.21,365,6,0,0,0,1,6
416290,198,2,9,0.1,365,2,0,0,1,0,3
419204,660,5,8,0.08,365,9,1,0,0,0,9
424916,302,2,23,0.3,2,4,0,0,1,0,3
427744,299,30,15,0.16,266,1,1,0,0,0,3
428263,803,4,2,0.02,365,1,1,0,0,0,9
429280,77,2,6,0.07,346,1,1,0,0,0,3
433821,387,3,29,0.3,116,1,1,0,0,0,9
435728,111,3,92,1.05,6,1,0,0,1,0,3
436868,802,4,46,0.48,57,1,1,0,0,0,3
438767,440,4,10,0.1,363,3,1,0,0,0,9
439879,271,3,16,0.17,362,2,1,0,0,0,3
440183,59,3,9,0.14,52,9,0,0,1,0,3
441712,181,2,14,0.15,364,1,1,0,0,0,3
442509,82,2,80,0.83,365,4,0,0,1,0,3
444101,159,3,55,0.57,365,1,0,0,1,0,3
444250,299,3,92,0.96,324,3,1,0,0,0,3
447593,525,7,6,0.06,0,1,1,0,0,0,9
447602,299,1,7,0.08,38,4,0,0,1,0,3
449040,200,7,1,0.02,1,2,0,0,1,0,3
449104,178,2,0,0.0,360,3,0,0,1,0,3
449177,324,5,1,0.08,364,2,0,0,1,0,5
449391,393,3,17,0.17,365,3,0,0,1,0,3
452500,43,1,5,0.08,279,6,0,1,0,0,3
453069,288,1,19,0.21,342,1,0,0,1,0,9
458264,442,3,3,0.04,365,11,1,0,0,0,9
462902,540,1,0,0.0,0,1,0,0,1,0,2
462947,359,2,0,0.0,365,2,1,0,0,0,3
464220,71,2,70,0.73,274,1,1,0,0,0,3
465227,352,1,6,0.07,365,1,0,0,1,0,9
469266,119,2,4,0.09,0,2,0,0,1,0,6
470041,282,5,6,0.08,363,1,1,0,0,0,3
471651,299,15,18,0.2,362,2,1,0,0,0,3
473180,608,6,9,0.12,364,1,1,0,0,0,3
483578,143,3,29,0.3,364,1,1,0,0,0,6
484267,774,2,92,1.02,356,1,1,0,0,0,3
484296,148,2,16,0.17,237,1,1,0,0,0,6
487461,550,5,20,0.21,365,9,1,0,0,0,9
487922,1100,5,0,0.0,365,9,1,0,0,0,9
488190,249,5,5,0.1,364,3,0,0,1,0,9
489917,127,14,23,0.25,180,5,1,0,0,0,3
490755,111,1,1,0.02,0,1,0,0,1,0,8
492856,1598,1,73,1.34,346,8,1,0,0,0,3
493569,149,1,87,0.97,365,2,0,0,1,0,3
494703,434,5,25,0.26,365,1,1,0,0,0,9
496174,660,2,1,0.01,358,1,0,0,1,0,8
496864,401,4,1,0.21,362,2,1,0,0,0,6
498025,253,3,2,0.04,359,1,1,0,0,0,3
502315,442,3,1,0.03,0,2,0,0,1,0,6
504450,148,1,4,0.18,364,5,1,0,0,0,6
505165,299,7,19,0.2,365,1,0,0,1,0,9
507900,93,3,73,0.78,364,4,1,0,0,0,3
508012,165,4,2,0.02,365,2,0,0,1,0,3
508247,702,3,97,1.03,365,1,1,0,0,0,6
508383,597,4,27,0.31,364,4,1,0,0,0,9
510354,879,1,35,0.37,365,4,0,0,1,0,3
511494,77,2,13,0.13,365,6,0,0,0,1,6
512634,88,1,21,0.24,179,1,0,0,1,0,3
514889,1106,4,0,0.0,363,2,0,0,1,0,3
515144,49,4,53,0.67,363,5,0,0,1,0,3
519542,907,1,8,0.08,364,1,1,0,0,0,6
519865,802,3,61,0.65,364,1,1,0,0,0,3
523503,324,1,56,0.66,241,6,0,0,1,0,3
527163,702,3,64,1.3,0,1,1,0,0,0,6
527221,902,1,0,0.0,362,1,1,0,0,0,6
528329,448,2,1,0.13,365,1,0,0,1,0,3
528389,132,4,5,0.09,362,1,1,0,0,0,9
528558,359,4,13,0.14,364,1,1,0,0,0,9
528951,453,3,95,1.45,174,1,1,0,0,0,9
530753,249,3,41,0.43,364,1,1,0,0,0,3
535324,76,2,6,0.09,365,6,0,0,0,1,6
537001,77,2,2,0.04,365,6,0,0,0,1,6
537028,77,2,6,0.11,365,6,0,0,0,1,6
537390,60,2,79,0.88,365,1,0,0,1,0,3
537601,77,2,4,0.04,365,6,0,0,0,1,6
540421,901,3,3,0.07,365,5,1,0,0,0,3
541710,1659,7,0,0.0,0,1,1,0,0,0,9
545007,220,7,49,0.54,364,4,1,0,0,0,3
547967,247,15,1,0.02,365,3,0,0,1,0,6
547968,400,4,0,0.0,365,3,0,0,1,0,6
548154,119,1,0,0.0,365,4,0,0,1,0,6
548156,200,3,0,0.0,365,4,0,0,1,0,6
548163,248,1,0,0.0,365,4,0,0,1,0,6
548170,200,1,0,0.0,365,4,0,0,1,0,6
548240,151,2,0,0.0,365,1,0,0,1,0,7
552767,151,2,2,0.04,0,2,0,0,1,0,6
557344,542,3,1,0.09,0,5,1,0,0,0,3
561102,1100,3,3,0.1,365,2,1,0,0,0,3
564564,100,5,18,0.19,351,2,0,0,1,0,3
564578,149,3,22,0.24,232,2,0,0,1,0,3
567300,879,1,6,0.07,365,4,0,0,1,0,3
567326,879,1,17,0.18,365,4,0,0,1,0,3
567338,879,1,9,0.09,365,4,0,0,1,0,3
569509,221,2,80,0.89,365,1,1,0,0,0,3
570053,302,7,2,0.07,365,1,1,0,0,0,3
571163,171,2,10,0.18,365,3,0,0,1,0,3
573086,277,3,6,0.06,0,1,1,0,0,0,3
579448,277,2,6,0.07,365,4,0,0,1,0,3
579704,292,1,2,0.02,365,4,0,0,1,0,3
579756,277,1,8,0.09,178,4,0,0,1,0,3
582392,1355,3,5,0.07,238,2,1,0,0,0,3
582592,401,7,0,0.0,364,1,1,0,0,0,5
584211,157,2,67,0.73,56,2,1,0,0,0,3
585316,127,3,5,0.06,0,2,0,0,1,0,9
588751,348,4,8,0.13,225,4,1,0,0,0,9
592628,127,2,92,0.97,365,2,0,0,1,0,3
596454,852,1,1,0.02,365,1,1,0,0,0,9
604508,299,6,19,0.21,115,1,1,0,0,0,3
604804,810,1,0,0.0,365,1,0,0,1,0,3
609019,421,2,12,0.15,323,11,1,0,0,0,9
613205,247,1,24,0.26,365,6,0,0,1,0,3
613778,247,2,3,0.04,55,1,1,0,0,0,9
619050,198,1,1,0.08,364,1,0,0,1,0,9
621226,398,3,0,0.0,90,8,1,0,0,0,9
623191,299,5,3,0.07,0,1,1,0,0,0,3
628044,299,1,61,0.66,179,1,1,0,0,0,3
628098,1001,5,21,0.23,363,1,1,0,0,0,9
634088,487,3,0,0.0,294,7,1,0,0,0,9
636684,200,1,42,0.45,0,1,1,0,0,0,6
642625,337,3,86,0.96,192,1,1,0,0,0,3
644003,183,3,12,0.13,28,1,1,0,0,0,3
651539,242,6,24,0.27,190,3,1,0,0,0,3
654070,192,2,4,0.05,330,4,0,0,1,0,6
654085,148,2,13,0.15,365,4,0,0,1,0,6
654296,200,2,6,0.06,1,4,0,0,1,0,6
655106,907,2,19,0.26,365,2,1,0,0,0,9
658576,1383,5,0,0.0,0,1,1,0,0,0,3
669421,122,1,69,0.74,363,1,1,0,0,0,3
669776,281,2,66,0.71,364,2,1,0,0,0,9
670109,66,2,20,0.22,88,1,1,0,0,0,3
676781,830,5,2,0.44,363,5,1,0,0,0,9
676840,550,3,15,0.16,365,9,1,0,0,0,9
677655,697,7,10,0.11,365,1,1,0,0,0,3
680320,299,5,23,0.26,282,1,1,0,0,0,3
681179,297,3,2,0.02,364,1,0,0,1,0,6
682459,431,3,31,0.34,364,4,1,0,0,0,3
684492,178,3,21,0.24,2,2,0,0,1,0,3
688710,1649,1,0,0.0,365,1,0,0,1,0,9
689997,151,1,34,0.37,1,2,0,0,1,0,9
694303,1106,2,10,0.11,365,1,1,0,0,0,3
698825,448,3,50,0.58,334,2,1,0,0,0,3
707540,648,7,30,0.36,186,1,1,0,0,0,3
710071,111,3,43,0.46,364,1,0,0,1,0,3
710338,1781,6,24,0.26,66,1,1,0,0,0,9
713631,71,7,23,0.44,264,5,0,0,1,0,3
716516,302,2,46,0.51,364,7,1,0,0,0,9
720736,1808,3,14,0.16,365,1,1,0,0,0,3
721910,108,4,8,0.09,356,5,0,0,1,0,3
724673,382,7,81,0.89,365,9,1,0,0,0,9
724742,382,7,66,0.73,365,9,1,0,0,0,9
726410,220,7,4,0.07,365,5,1,0,0,0,3
726698,66,4,34,0.41,143,5,0,0,1,0,9
726701,77,3,13,0.15,365,5,0,0,1,0,9
726703,77,3,26,0.29,81,5,0,0,1,0,9
726705,92,3,37,0.4,179,5,0,0,1,0,9
727437,429,3,5,0.06,363,1,1,0,0,0,3
730658,121,1,72,0.78,364,2,0,0,1,0,3
730997,1001,1,70,1.15,357,6,1,0,0,0,3
734781,270,1,0,0.0,1,1,0,0,1,0,8
735804,409,7,0,0.0,363,1,1,0,0,0,3
735871,60,3,3,0.04,89,2,0,0,1,0,3
743447,205,15,39,0.44,180,5,1,0,0,0,3
746187,144,2,29,0.32,364,1,1,0,0,0,3
749237,398,3,7,0.18,359,1,1,0,0,0,9
749870,1442,1,41,0.45,266,2,1,0,0,0,3
752685,299,1,5,0.06,365,3,1,0,0,0,3
753354,94,2,69,0.77,365,5,0,0,1,0,3
758966,211,1,10,0.11,364,2,0,0,1,0,9
760259,378,1,4,0.05,365,18,1,0,0,0,6
761420,548,3,11,0.13,35,1,1,0,0,0,9
761468,973,7,1,0.02,83,1,1,0,0,0,6
762176,100,2,33,0.37,355,3,0,0,1,0,9
764205,1001,4,1,0.01,365,18,0,0,1,0,3
764446,149,3,4,0.07,90,6,1,0,0,0,3
764769,192,5,8,0.09,365,5,0,0,1,0,3
765255,181,1,62,0.67,365,6,0,0,1,0,3
765614,188,1,56,0.61,90,1,1,0,0,0,9
767519,149,7,0,0.0,365,1,1,0,0,0,3
767989,122,3,1,0.01,365,4,0,0,1,0,3
769674,210,1,1,0.34,365,3,0,0,1,0,3
770942,398,1,0,0.0,0,1,0,0,1,0,3
772600,99,1,34,0.37,365,2,0,0,1,0,3
773023,401,3,15,0.17,365,1,1,0,0,0,6
777667,205,4,0,0.0,363,2,1,0,0,0,3
779928,200,3,4,0.06,1,4,1,0,0,0,3
779951,121,3,18,0.4,180,4,1,0,0,0,3
781434,103,3,59,0.66,0,2,0,0,1,0,3
783130,198,3,24,0.27,364,2,1,0,0,0,3
784804,100,3,83,1.15,337,1,1,0,0,0,3
786954,1631,3,1,0.01,257,1,1,0,0,0,9
787827,282,3,2,0.02,358,1,1,0,0,0,3
791186,297,2,5,0.06,0,6,0,0,1,0,3
791366,124,3,20,0.22,0,2,0,0,1,0,9
792236,802,1,0,0.0,365,1,1,0,0,0,3
793707,940,2,37,0.41,364,1,1,0,0,0,9
797547,282,3,6,0.1,0,5,1,0,0,0,3
800000,183,2,9,0.13,359,7,1,0,0,0,3
801478,99,2,12,0.13,90,2,0,0,1,0,9
802872,525,2,4,0.08,0,2,1,0,0,0,3
803193,1327,5,1,0.01,365,2,1,0,0,0,3
803373,400,7,0,0.0,365,1,1,0,0,0,3
803773,382,2,5,0.54,365,3,1,0,0,0,3
805458,995,3,49,0.54,364,1,1,0,0,0,9
807328,398,1,4,0.06,121,4,0,0,1,0,3
808301,248,3,0,0.0,363,1,1,0,0,0,6
810712,448,4,2,0.02,365,3,0,0,1,0,9
810940,149,4,62,0.7,190,2,1,0,0,0,9
813057,160,1,0,0.0,365,3,0,0,1,0,3
815521,247,1,2,0.18,365,1,1,0,0,0,3
815598,160,3,19,0.27,355,11,1,0,0,0,3
816333,551,3,2,0.03,56,3,0,0,1,0,3
820669,72,1,23,0.26,0,1,1,0,0,0,3
822062,247,4,3,0.04,145,1,1,0,0,0,3
822913,149,7,21,0.23,180,5,1,0,0,0,3
824102,133,3,87,0.97,216,2,1,0,0,0,3
826001,160,3,3,0.03,259,6,1,0,0,0,3
826059,335,7,0,0.0,365,1,0,0,1,0,3
826814,253,3,20,0.44,238,1,1,0,0,0,3
827295,351,1,10,0.11,365,18,1,0,0,0,6
827448,495,4,9,0.1,365,3,1,0,0,0,3
827529,376,15,3,0.04,365,3,1,0,0,0,3
828097,77,5,0,0.0,365,1,0,0,1,0,3
829813,216,7,2,0.04,365,2,1,0,0,0,3
830107,270,2,63,0.7,0,3,1,0,0,0,9
831493,121,2,4,0.09,55,1,0,0,1,0,3
833353,385,7,5,0.06,365,9,1,0,0,0,9
833541,835,5,6,0.08,364,18,1,0,0,0,3
833936,119,1,95,1.07,365,4,1,0,0,0,3
834745,200,5,66,0.73,364,2,1,0,0,0,3
837839,597,2,60,0.67,314,1,1,0,0,0,3
838417,66,3,65,0.73,266,4,1,0,0,0,3
838505,149,3,5,0.09,364,4,0,0,1,0,9
838726,178,3,9,0.12,364,3,0,0,1,0,6
838730,178,3,6,0.08,364,3,0,0,1,0,6
839230,354,1,0,0.0,0,1,0,0,1,0,3
840051,495,1,1,0.01,365,1,0,0,1,0,3
840413,1375,3,0,0.0,365,1,0,0,1,0,6
840590,359,2,12,0.13,179,1,1,0,0,0,3
841809,160,2,10,0.13,0,1,0,0,1,0,3
842261,232,2,23,0.26,363,1,0,0,1,0,3
842292,608,2,47,0.53,313,1,1,0,0,0,3
842411,149,5,22,0.25,365,2,0,0,1,0,3
844046,332,5,3,0.07,0,1,1,0,0,0,3
844070,119,2,5,0.3,0,2,1,0,0,0,9
844108,148,2,41,0.46,364,2,0,0,1,0,3
844149,111,4,10,0.14,333,1,1,0,0,0,3
846603,247,3,39,0.47,352,14,1,0,0,0,5
846909,702,10,0,0.0,0,1,1,0,0,0,3
847781,373,5,0,0.0,0,1,1,0,0,0,9
849186,332,3,43,0.48,89,8,1,0,0,0,9
849887,149,3,2,0.03,365,11,0,0,1,0,3
851476,100,3,37,0.41,359,5,0,0,1,0,9
854496,100,3,49,0.54,358,3,0,0,1,0,9
855016,171,3,7,0.11,365,2,1,0,0,0,3
856009,77,5,16,0.95,364,1,1,0,0,0,3
856351,979,4,4,0.04,365,1,1,0,0,0,9
857620,188,6,5,0.06,88,5,1,0,0,0,3
858171,231,2,28,1.29,89,1,1,0,0,0,6
858748,199,5,1,0.01,365,3,0,0,1,0,9
861118,111,2,12,0.17,0,6,1,0,0,0,3
861383,810,1,0,0.0,365,1,0,0,1,0,9
861525,221,2,15,0.19,365,16,0,0,1,0,9
861849,146,4,18,0.2,2,2,1,0,0,0,3
862028,122,3,39,0.51,364,3,0,0,1,0,9
862030,77,3,87,1.04,358,3,0,0,1,0,9
862781,199,5,1,0.06,365,3,0,0,1,0,9
863765,108,1,11,0.13,365,3,0,0,1,0,1
864071,99,6,12,0.14,365,4,1,0,0,0,3
864292,88,3,90,1.01,364,2,0,0,1,0,3
864322,448,3,0,0.0,363,1,0,0,1,0,3
867206,210,3,24,0.32,363,1,1,0,0,0,3
868851,249,4,9,0.1,365,1,1,0,0,0,9
870960,1001,7,0,0.0,365,1,0,0,1,0,8
871406,550,3,0,0.0,365,1,0,0,1,0,9
871503,162,3,11,0.12,1,1,0,0,1,0,8
872540,269,2,26,0.43,270,5,0,0,1,0,3
873890,794,3,25,0.34,223,7,1,0,0,0,3
875470,115,3,16,0.18,363,4,0,0,1,0,3
875689,282,2,54,0.61,288,3,1,0,0,0,3
877944,249,5,0,0.0,0,1,1,0,0,0,3
878165,100,1,78,0.88,355,2,1,0,0,0,3
878810,348,7,22,0.25,362,1,1,0,0,0,3
879781,149,5,9,0.11,233,3,1,0,0,0,3
880400,519,3,8,0.09,89,8,1,0,0,0,3
881573,151,5,11,0.14,315,2,1,0,0,0,3
882156,427,5,1,0.01,365,1,1,0,0,0,3
882237,594,1,0,0.0,365,1,0,0,1,0,2
882320,188,3,10,0.13,64,2,1,0,0,0,3
882431,183,3,59,0.78,364,4,1,0,0,0,9
882508,160,3,76,0.94,359,20,0,0,1,0,3
882542,160,3,37,0.42,340,20,1,0,0,0,3
882550,160,3,33,0.4,330,20,1,0,0,0,3
883613,664,1,0,0.0,365,1,0,0,0,1,3
883639,1375,1,0,0.0,365,1,0,0,1,0,3
884784,203,3,0,0.0,365,1,0,0,0,1,1
885004,137,2,2,0.02,365,4,0,0,1,0,9
885835,232,7,63,0.75,254,1,1,0,0,0,3
886303,398,1,15,0.19,365,1,1,0,0,0,3
887433,1123,1,0,0.0,365,1,0,0,1,0,3
888143,44,3,13,0.28,289,1,0,0,1,0,3
