id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,calculated_host_listings_count,Entire home/apt,Hotel room,Private room,Shared room,neighbourhood_labels
34891825,86,1,3,0.28,364,5,0,0,1,0,6
34892437,171,1,1,0.23,257,5,1,0,0,0,9
34892528,247,4,0,0.0,365,2,1,0,0,0,9
34892677,65,1,3,0.25,365,6,0,0,1,0,1
34894335,151,3,0,0.0,0,10,0,0,1,0,6
34899042,177,2,8,0.71,70,1,1,0,0,0,3
34899311,249,1,38,4.04,223,4,1,0,0,0,3
34903583,319,2,0,0.0,365,1,0,0,1,0,6
34907954,183,3,32,2.85,314,2,1,0,0,0,3
34911712,1659,1,1,0.13,180,1,1,0,0,0,6
34911736,1620,1,0,0.0,179,1,1,0,0,0,1
34912188,149,30,14,1.31,210,5,1,0,0,0,3
34924526,77,2,1,0.13,0,1,0,0,1,0,6
34927756,247,4,0,0.0,364,4,0,0,1,0,3
34932130,198,1,8,0.74,57,1,1,0,0,0,3
34933728,198,3,1,0.34,298,3,1,0,0,0,3
34936905,138,10,1,0.09,0,1,0,0,1,0,9
34939720,121,2,4,0.37,93,1,1,0,0,0,6
34940290,183,4,1,0.13,348,5,1,0,0,0,3
34943567,148,2,1,0.13,87,1,0,0,1,0,8
34944244,299,3,13,1.16,0,25,1,0,0,0,3
34945367,38,2,3,0.42,365,1,0,0,1,0,8
34945680,232,2,2,0.16,353,5,1,0,0,0,3
34946103,277,2,9,0.9,363,1,1,0,0,0,6
34949867,1649,1,0,0.0,180,1,1,0,0,0,1
34963503,82,1,5,0.5,207,1,0,0,1,0,3
34965741,77,1,20,1.74,0,1,0,0,1,0,3
34967561,221,2,6,0.77,179,24,1,0,0,0,3
34971794,55,4,1,0.13,362,3,0,0,1,0,9
34972136,181,7,1,0.15,362,3,1,0,0,0,9
34972236,803,3,1,0.13,180,1,1,0,0,0,6
34973091,216,5,0,0.0,297,8,1,0,0,0,3
34976203,200,1,2,0.25,179,3,0,0,1,0,6
34976461,61,1,26,2.26,334,3,0,0,1,0,9
34976979,100,1,9,0.75,46,3,0,0,1,0,3
34978697,621,2,2,0.26,259,1,1,0,0,0,5
34978718,221,2,3,0.81,343,1,1,0,0,0,3
34979192,162,1,13,1.16,127,3,1,0,0,0,3
34979749,990,3,1,0.22,322,1,1,0,0,0,6
34980305,1620,1,0,0.0,179,1,1,0,0,0,1
34982233,82,1,8,0.7,8,4,1,0,0,0,3
34995641,249,2,8,1.61,275,1,1,0,0,0,3
34998154,789,1,2,0.25,1,1,1,0,0,0,6
34999200,176,2,4,0.59,178,3,0,0,1,0,3
35002357,194,1,0,0.0,0,1,1,0,0,0,5
35004834,371,3,26,2.33,0,1,1,0,0,0,3
35005335,371,3,0,0.0,365,1,1,0,0,0,3
35006137,151,1,9,1.08,354,2,0,0,1,0,5
35006845,99,1,55,4.53,126,4,1,0,0,0,3
35007318,108,2,20,1.73,0,1,1,0,0,0,3
35007666,183,1,1,0.09,0,1,1,0,0,0,9
35011488,66,2,19,1.9,98,2,0,0,1,0,3
35024099,151,1,0,0.0,365,2,1,0,0,0,5
35029915,232,2,5,0.64,362,1,1,0,0,0,3
35032062,130,2,13,2.65,0,1,1,0,0,0,3
35033072,232,14,1,0.36,363,1,1,0,0,0,3
35037045,100,3,3,0.29,0,1,0,0,1,0,3
35042226,151,2,0,0.0,1,1,0,0,1,0,3
35050605,299,2,1,0.36,361,1,1,0,0,0,3
35053326,199,2,3,0.46,0,2,1,0,0,0,3
35054619,249,5,2,0.26,179,4,1,0,0,0,3
35063130,88,1,22,1.95,342,1,1,0,0,0,6
35064957,548,2,6,0.56,68,13,1,0,0,0,9
35065910,348,2,1,0.15,0,5,1,0,0,0,9
35067216,830,2,1,0.09,179,1,1,0,0,0,3
35080357,200,2,0,0.0,362,2,1,0,0,0,5
35082351,398,7,1,0.09,364,2,1,0,0,0,3
35084222,398,2,0,0.0,0,1,1,0,0,0,5
35086781,183,1,0,0.0,0,3,0,0,1,0,6
35087159,122,3,0,0.0,0,2,0,0,1,0,3
35088350,71,1,0,0.0,363,2,0,0,1,0,3
35089514,188,4,0,0.0,0,2,1,0,0,0,3
35089849,492,3,0,0.0,0,27,1,0,0,0,9
35093513,148,5,0,0.0,89,2,0,0,1,0,3
35093535,99,30,1,0.12,180,1,1,0,0,0,3
35094067,60,1,1,0.13,365,8,0,0,0,1,6
35094198,60,1,0,0.0,365,8,0,0,0,1,6
35094356,59,1,0,0.0,365,8,0,0,0,1,6
35094457,60,1,0,0.0,365,8,0,0,0,1,6
35095095,398,2,2,0.25,0,1,1,0,0,0,6
35111439,542,4,2,0.18,0,1,1,0,0,0,9
35112782,149,4,8,0.73,136,1,1,0,0,0,3
35114263,66,2,3,0.37,363,3,0,0,1,0,5
35117098,160,7,2,0.18,0,2,1,0,0,0,9
35117356,132,1,2,0.26,179,3,0,0,1,0,6
35119579,199,2,11,2.24,360,1,1,0,0,0,3
35119703,72,5,6,0.56,0,3,0,0,1,0,3
35119762,247,2,6,0.53,64,1,1,0,0,0,6
35122666,379,1,2,0.25,179,3,0,0,1,0,6
35122845,110,1,1,0.11,179,3,0,0,1,0,6
35123463,288,2,13,1.15,0,1,1,0,0,0,3
35123507,209,2,34,2.89,123,1,1,0,0,0,6
35123752,81,1,0,0.0,0,2,0,0,1,0,6
35123930,81,1,26,2.55,336,1,0,0,1,0,5
35126806,702,3,31,2.56,144,5,1,0,0,0,3
35126978,178,1,2,0.25,331,1,1,0,0,0,5
35130797,203,3,18,1.74,333,1,1,0,0,0,6
35155025,498,2,0,0.0,0,1,1,0,0,0,9
35155293,154,2,19,1.66,89,6,0,1,0,0,6
35156030,803,1,2,0.25,358,1,1,0,0,0,5
35157339,126,2,14,1.3,89,6,0,1,0,0,6
35159084,149,3,6,1.2,98,2,1,0,0,0,3
35164244,572,1,0,0.0,178,1,0,0,1,0,8
35166584,597,5,0,0.0,179,6,1,0,0,0,3
35166930,92,1,22,1.94,330,1,1,0,0,0,5
35168030,1233,3,0,0.0,165,1,1,0,0,0,9
35168688,1649,1,0,0.0,180,1,1,0,0,0,0
35183457,792,1,0,0.0,139,6,0,1,0,0,6
35183975,60,30,2,0.22,312,4,0,0,1,0,9
35185355,401,1,2,0.22,364,1,1,0,0,0,6
35185586,1144,1,0,0.0,139,6,0,1,0,0,6
35186862,132,1,31,2.92,354,1,1,0,0,0,3
35189092,55,1,0,0.0,0,3,0,0,1,0,6
35189904,166,3,1,0.13,0,2,1,0,0,0,3
35190979,140,1,0,0.0,365,1,0,0,1,0,7
35191935,72,2,9,0.79,0,1,1,0,0,0,3
35198450,302,3,5,0.59,3,1,1,0,0,0,5
35212619,227,1,38,3.24,50,1,1,0,0,0,3
35216086,83,1,5,0.61,358,2,0,0,1,0,9
35218610,599,1,3,0.31,180,1,1,0,0,0,3
35219160,398,3,10,0.89,89,2,1,0,0,0,9
35220385,200,3,3,0.61,179,1,1,0,0,0,3
35226628,492,3,8,0.71,349,1,1,0,0,0,3
35226719,116,3,8,0.71,0,4,1,0,0,0,3
35231789,605,3,2,0.26,329,1,1,0,0,0,8
35234890,122,4,5,0.45,364,10,1,0,0,0,3
35237789,83,3,19,1.69,0,1,0,0,1,0,3
35250706,138,5,11,0.96,228,15,1,0,0,0,3
35253207,149,3,9,0.8,66,10,1,0,0,0,3
35256275,183,2,10,0.96,226,1,1,0,0,0,9
35257271,66,1,18,1.63,151,2,0,0,1,0,9
35259963,280,2,4,0.34,365,1,1,0,0,0,9
35259993,54,3,1,0.13,89,3,0,0,1,0,6
35262988,248,2,2,0.25,0,2,0,0,1,0,6
35263480,200,3,0,0.0,1,3,0,0,1,0,6
35265337,597,3,6,0.56,353,16,1,0,0,0,3
35266258,49,1,2,0.25,365,1,0,0,0,1,5
35276441,133,1,10,0.85,0,1,1,0,0,0,3
35280260,89,1,0,0.0,0,1,0,0,1,0,3
35283142,178,1,1,0.09,180,1,1,0,0,0,9
35283503,103,1,2,0.26,365,1,0,0,1,0,5
35289676,614,2,7,1.1,180,1,1,0,0,0,3
35299099,81,2,2,0.17,0,1,0,0,0,1,9
35302400,148,2,14,1.21,324,1,1,0,0,0,6
35304338,302,1,5,0.42,365,1,1,0,0,0,3
35311056,103,1,0,0.0,0,7,0,0,1,0,6
35311570,160,2,14,1.22,143,1,1,0,0,0,3
35329669,96,3,13,1.11,56,1,1,0,0,0,3
35332224,198,1,1,0.13,179,3,0,0,1,0,6
35334588,249,2,0,0.0,0,1,1,0,0,0,3
35338985,110,5,18,1.6,63,3,0,0,1,0,6
35341014,144,1,4,0.36,270,3,1,0,0,0,3
35341138,61,1,34,2.97,112,3,0,0,1,0,3
35341410,271,1,0,0.0,132,1,0,1,0,0,3
35341444,183,2,25,2.24,336,1,1,0,0,0,3
35341952,348,2,2,0.19,359,2,1,0,0,0,9
35343578,122,2,4,0.77,346,8,0,0,1,0,9
35343701,478,3,2,0.19,159,1,1,0,0,0,9
35347887,247,2,3,0.26,365,2,1,0,0,0,6
35348905,418,3,2,0.26,179,16,1,0,0,0,3
35349844,249,3,8,1.02,0,8,1,0,0,0,3
35351595,111,2,11,0.98,347,2,0,0,1,0,3
35352863,313,5,0,0.0,56,2,1,0,0,0,6
35355098,292,1,7,0.62,1,1,1,0,0,0,5
35371091,329,1,31,2.7,339,1,1,0,0,0,6
35371244,299,1,29,2.48,145,1,1,0,0,0,3
35375020,248,1,2,0.25,89,3,1,0,0,0,6
35375900,132,2,33,3.02,211,1,1,0,0,0,3
35377154,351,2,13,1.16,172,1,1,0,0,0,3
35378008,247,3,17,1.64,287,2,1,0,0,0,6
35378295,302,1,3,0.61,54,1,1,0,0,0,0
35381027,198,1,11,0.97,326,1,0,0,1,0,6
35381302,144,1,6,0.52,0,3,1,0,0,0,3
35384092,200,1,7,0.64,317,1,1,0,0,0,3
35384553,247,2,2,0.26,362,2,1,0,0,0,9
35385328,77,1,20,1.75,89,1,0,0,1,0,3
35386228,171,1,100,8.47,152,3,1,0,0,0,3
35386582,116,3,7,0.7,300,1,1,0,0,0,3
35386656,178,5,20,1.81,13,1,1,0,0,0,4
35386742,597,3,2,0.19,0,1,1,0,0,0,3
35404195,155,2,15,1.33,90,1,1,0,0,0,3
35408567,394,2,2,0.25,0,1,1,0,0,0,9
35408948,81,1,5,0.44,179,6,0,0,1,0,1
35409675,81,1,0,0.0,365,6,0,0,1,0,1
35410231,188,2,3,0.49,74,1,1,0,0,0,9
35413797,160,1,3,0.38,253,7,1,0,0,0,9
35417700,92,2,1,0.12,1,5,1,0,0,0,6
35418575,498,3,2,0.17,365,5,1,0,0,0,3
35422415,93,2,1,0.2,329,3,0,0,1,0,3
35424637,97,2,5,0.62,76,1,1,0,0,0,5
35443750,1199,3,2,0.26,362,1,1,0,0,0,6
35443810,110,2,26,2.27,301,1,1,0,0,0,3
35447274,82,2,3,0.39,88,1,0,0,1,0,8
35460019,247,2,9,1.14,182,6,1,0,0,0,6
35460576,248,2,27,2.38,172,1,1,0,0,0,6
35461937,752,4,2,0.18,89,3,1,0,0,0,9
35462150,232,1,0,0.0,358,11,1,0,0,0,9
35465605,221,5,5,0.49,29,1,1,0,0,0,3
35465862,247,2,4,0.44,179,1,1,0,0,0,8
35466879,302,3,3,0.39,180,1,1,0,0,0,5
35466946,600,3,2,0.26,365,1,1,0,0,0,3
35468236,103,2,0,0.0,365,2,0,0,1,0,1
35477109,39,1,4,0.36,365,1,0,0,0,1,3
35481355,121,3,0,0.0,83,1,0,0,1,0,8
35481635,138,2,33,2.87,365,1,1,0,0,0,3
35485609,1418,1,0,0.0,139,6,0,1,0,0,6
35485730,891,1,0,0.0,139,6,0,1,0,0,6
35487779,1107,1,0,0.0,140,6,0,1,0,0,6
35487986,1001,3,1,0.1,358,11,1,0,0,0,9
35489165,121,1,10,1.24,253,2,1,0,0,0,5
35492178,124,1,0,0.0,89,2,1,0,0,0,3
35494766,71,1,18,1.55,54,2,0,0,1,0,6
35495235,116,3,27,2.38,179,1,1,0,0,0,3
35495738,221,3,1,0.15,365,2,0,0,1,0,8
35510301,76,3,4,0.37,0,2,0,0,1,0,3
35511548,401,2,3,0.37,365,1,1,0,0,0,9
35512120,220,3,22,2.03,4,1,1,0,0,0,6
35515371,104,1,13,1.27,365,1,1,0,0,0,6
35515814,718,6,3,0.6,326,27,1,0,0,0,9
35517054,352,2,12,1.13,89,1,1,0,0,0,6
35517771,59,2,0,0.0,365,1,0,0,1,0,5
35517943,470,7,1,0.33,59,12,1,0,0,0,3
35518925,1248,2,1,0.21,2,1,1,0,0,0,9
35518946,249,4,4,0.34,343,12,1,0,0,0,3
35530985,211,30,0,0.0,365,1,1,0,0,0,0
35533785,247,2,3,0.38,358,1,0,0,1,0,6
35535194,49,2,11,0.96,365,1,0,0,1,0,3
35538122,99,3,0,0.0,362,5,0,0,1,0,6
35541000,378,2,0,0.0,2,2,1,0,0,0,3
35542549,346,2,23,2.2,331,3,1,0,0,0,9
35543636,302,2,6,0.74,0,4,0,0,1,0,6
35544593,597,2,9,0.8,167,5,1,0,0,0,3
35546888,249,3,0,0.0,178,2,1,0,0,0,3
35553614,160,1,7,0.66,211,1,1,0,0,0,9
35566131,148,1,27,2.41,65,1,1,0,0,0,6
35568029,100,2,0,0.0,177,2,0,0,0,1,3
35569331,138,3,6,0.54,180,1,1,0,0,0,3
35570286,170,12,3,0.33,89,9,1,0,0,0,6
35570821,448,1,8,0.73,359,3,1,0,0,0,0
35575772,221,4,10,0.91,171,1,1,0,0,0,9
35577430,148,2,6,0.53,93,1,1,0,0,0,6
35580596,199,3,6,0.53,83,1,1,0,0,0,3
35580856,401,1,0,0.0,365,1,1,0,0,0,5
35581171,60,2,2,0.18,329,2,0,0,1,0,5
35595662,140,4,2,0.2,359,6,1,0,0,0,1
35597292,393,1,0,0.0,0,4,0,1,0,0,3
35597957,459,1,0,0.0,0,4,0,1,0,0,3
35602210,187,1,3,0.37,351,4,0,1,0,0,3
35602213,247,1,0,0.0,213,4,0,1,0,0,3
35602220,324,1,0,0.0,213,4,0,1,0,0,3
35602225,421,1,0,0.0,0,4,0,1,0,0,3
35602768,188,2,1,0.09,339,7,1,0,0,0,9
35605839,238,2,9,0.83,326,7,1,0,0,0,3
35607544,133,3,3,0.26,0,1,1,0,0,0,3
35611045,401,1,5,0.62,179,2,1,0,0,0,6
35612338,151,2,1,0.13,1,1,0,0,1,0,3
35613763,1001,4,1,0.34,0,1,1,0,0,0,3
35613957,138,2,2,0.17,149,3,1,0,0,0,3
35614019,398,3,18,1.6,124,2,1,0,0,0,3
35615207,88,2,2,0.24,89,1,0,0,1,0,6
35615734,148,3,0,0.0,365,2,0,0,1,0,6
35616210,448,3,0,0.0,143,3,1,0,0,0,3
35618507,66,1,1,0.13,180,1,0,0,1,0,3
35619970,104,2,2,0.2,365,3,0,0,1,0,9
35623763,703,3,0,0.0,0,1,1,0,0,0,6
35633964,77,6,1,0.13,358,2,0,0,1,0,3
35636811,170,1,2,0.26,365,1,1,0,0,0,6
35637677,60,1,5,0.52,365,1,0,0,1,0,3
35639066,221,2,7,0.67,329,7,1,0,0,0,9
35641451,200,3,2,0.18,175,2,1,0,0,0,9
35642086,209,2,3,0.37,362,1,1,0,0,0,5
35643420,653,3,0,0.0,0,1,1,0,0,0,9
35646302,94,2,44,3.96,84,1,0,0,1,0,3
35646424,59,1,0,0.0,365,1,0,0,1,0,1
35648316,121,3,46,3.98,90,1,1,0,0,0,3
35650076,199,3,2,0.18,179,2,0,0,1,0,3
35651574,498,4,14,1.39,0,1,1,0,0,0,6
35651836,111,2,2,0.27,83,1,1,0,0,0,3
35653287,181,3,1,0.12,30,1,1,0,0,0,3
35665816,66,1,4,0.38,0,1,0,0,1,0,5
35671125,203,5,1,0.33,87,2,0,0,1,0,3
35675690,148,2,5,0.44,354,1,1,0,0,0,8
35679990,49,30,0,0.0,365,1,0,0,1,0,9
35682281,249,2,0,0.0,178,2,0,0,1,0,3
35684533,503,2,2,0.43,68,13,1,0,0,0,9
35687860,151,2,13,1.96,157,1,1,0,0,0,3
35688795,321,3,0,0.0,364,16,1,0,0,0,3
35701920,72,2,1,0.1,0,2,0,0,1,0,9
35703198,1499,4,0,0.0,358,1,1,0,0,0,6
35706080,44,3,4,0.36,0,8,0,0,1,0,8
35706425,398,3,3,0.29,0,2,1,0,0,0,9
35708574,1797,4,2,0.21,363,10,1,0,0,0,3
35711853,88,7,0,0.0,363,3,0,0,1,0,6
35712096,88,10,0,0.0,358,3,0,0,1,0,6
35714121,1001,4,0,0.0,87,3,1,0,0,0,9
35730687,1499,2,1,0.25,0,1,0,0,1,0,6
35736768,597,3,1,0.21,359,16,1,0,0,0,3
35738138,247,3,0,0.0,358,2,0,0,1,0,9
35739598,299,2,2,0.31,362,1,1,0,0,0,9
35742617,221,5,0,0.0,0,1,1,0,0,0,3
35755369,319,2,0,0.0,236,3,1,0,0,0,6
35755443,199,2,3,0.39,159,1,0,0,1,0,3
35756928,577,1,0,0.0,365,1,0,0,1,0,8
35758741,1001,5,4,0.52,36,1,1,0,0,0,3
35758937,247,2,16,2.0,355,1,1,0,0,0,5
35760274,162,2,8,0.69,234,1,1,0,0,0,6
35762410,148,1,4,0.5,177,1,0,0,1,0,9
35764106,55,1,0,0.0,0,1,0,0,1,0,7
35764541,100,1,12,1.12,0,1,0,0,1,0,9
35765146,247,3,20,1.85,356,2,1,0,0,0,3
35780202,451,4,9,0.79,158,1,1,0,0,0,3
35785625,160,4,5,0.62,365,2,0,0,1,0,9
35786463,140,1,2,0.26,309,3,1,0,0,0,0
35788300,210,2,3,0.38,89,2,1,0,0,0,3
35799422,121,1,2,0.25,362,1,0,0,1,0,6
35800192,181,1,1,0.11,360,1,0,0,1,0,6
35801913,1001,5,0,0.0,90,2,1,0,0,0,3
35802085,351,3,1,0.33,345,1,0,0,1,0,6
35804945,167,1,23,2.04,0,1,1,0,0,0,9
35805001,249,2,18,1.6,365,1,1,0,0,0,3
35805356,88,2,3,0.37,198,1,1,0,0,0,6
35806040,183,4,1,0.13,179,20,1,0,0,0,3
35806951,59,1,6,0.57,83,1,0,0,1,0,5
35819554,50,1,0,0.0,0,1,0,0,1,0,3
35827929,88,2,0,0.0,89,1,0,0,1,0,8
35833889,599,2,1,0.21,179,1,0,0,1,0,3
35836145,137,2,8,0.98,266,7,1,0,0,0,3
35837004,166,2,19,1.73,91,1,1,0,0,0,3
35842231,94,3,0,0.0,0,3,0,0,1,0,3
35843341,119,1,1,0.13,365,2,0,0,1,0,5
35862752,72,1,3,0.27,0,1,0,0,1,0,9
35871208,60,2,8,1.03,180,1,0,0,1,0,3
35871322,299,4,6,0.61,98,29,1,0,0,0,9
35873605,82,2,6,0.63,177,1,1,0,0,0,9
35873987,210,2,2,0.42,359,2,0,0,1,0,3
35876860,81,2,1,0.13,365,3,0,0,1,0,6
35878645,348,4,15,1.52,98,29,1,0,0,0,9
35879299,121,1,5,0.64,365,1,0,0,1,0,3
35884603,398,2,5,0.63,363,2,1,0,0,0,3
35892888,236,3,1,0.2,99,2,1,0,0,0,3
35897189,151,3,0,0.0,0,1,0,0,1,0,6
35898033,291,2,0,0.0,87,1,0,0,1,0,6
35900016,115,2,1,0.32,365,1,0,0,1,0,3
35904867,550,3,0,0.0,363,2,0,0,1,0,6
35906397,531,2,0,0.0,0,1,1,0,0,0,9
35908201,61,1,55,4.9,0,1,0,0,1,0,3
35910179,148,3,2,0.26,365,1,1,0,0,0,6
35910637,247,2,54,4.85,347,1,1,0,0,0,6
35911634,352,2,2,0.25,90,2,1,0,0,0,5
35912294,198,2,0,0.0,362,3,1,0,0,0,3
35912905,304,3,2,0.26,191,27,1,0,0,0,3
35913272,76,5,0,0.0,365,1,0,0,0,1,0
35930545,119,3,0,0.0,363,3,0,0,1,0,3
35932513,66,1,14,1.27,360,1,1,0,0,0,3
35935406,401,3,3,0.38,178,1,1,0,0,0,9
35937823,181,2,1,0.14,310,2,1,0,0,0,3
35942197,108,1,14,1.39,302,1,1,0,0,0,1
35944507,71,1,12,1.34,228,1,0,0,1,0,6
35947959,61,1,0,0.0,365,1,1,0,0,0,3
35958755,802,4,2,0.26,179,20,1,0,0,0,3
35961366,121,1,59,5.5,84,2,0,0,1,0,3
35961632,199,2,10,1.25,87,11,1,0,0,0,9
35962131,157,2,30,2.77,0,20,1,0,0,0,3
35965342,1001,30,0,0.0,179,1,0,0,1,0,6
35967769,61,1,19,1.74,330,3,0,0,1,0,3
35970124,173,2,8,0.74,363,1,1,0,0,0,3
35971032,99,1,11,1.04,177,1,0,0,1,0,3
35972051,99,1,75,6.9,78,2,0,0,1,0,3
35973970,82,1,9,0.83,364,1,0,0,1,0,3
35987223,519,2,0,0.0,0,1,0,0,1,0,9
35989363,183,2,1,0.1,88,1,1,0,0,0,3
35994724,116,2,18,1.75,0,1,1,0,0,0,3
35996387,159,1,9,1.13,89,1,0,0,1,0,9
35997271,133,2,1,0.09,0,22,1,0,0,0,6
35998817,159,3,4,0.5,362,2,1,0,0,0,5
36001106,181,1,3,0.38,363,1,0,0,1,0,5
36002840,249,3,0,0.0,360,25,1,0,0,0,3
36014205,247,2,3,0.9,365,1,1,0,0,0,6
36018371,155,2,0,0.0,0,1,1,0,0,0,3
36022323,151,2,0,0.0,269,1,1,0,0,0,3
36025095,187,2,4,0.46,180,2,0,0,1,0,6
36025532,548,4,0,0.0,180,1,0,0,1,0,3
36027719,126,2,7,0.82,90,2,0,0,1,0,6
36033364,236,2,2,0.42,90,1,1,0,0,0,6
36034928,65,2,28,2.6,2,4,0,0,1,0,3
36039808,282,2,22,2.31,0,1,1,0,0,0,3
36041257,127,3,3,0.28,105,1,0,0,1,0,3
36055478,177,2,3,0.28,90,2,1,0,0,0,3
36058605,144,3,5,0.65,187,1,1,0,0,0,3
36058957,121,1,0,0.0,365,1,0,0,1,0,6
36059098,49,1,0,0.0,89,1,0,0,1,0,1
36060980,165,1,2,0.25,90,1,1,0,0,0,6
36073491,181,2,1,0.1,144,2,1,0,0,0,6
36074068,389,3,4,0.39,55,1,1,0,0,0,9
36076012,148,3,2,0.26,288,1,1,0,0,0,8
36091160,183,2,6,0.59,365,1,1,0,0,0,3
36098459,221,2,3,0.31,0,7,1,0,0,0,3
36101383,83,1,0,0.0,0,1,0,0,1,0,6
36101940,111,1,3,0.89,348,2,0,0,1,0,3
36103211,220,2,1,0.33,177,1,1,0,0,0,6
36104255,100,3,3,0.38,0,1,0,0,1,0,3
36105778,71,15,1,0.26,268,4,0,0,1,0,9
36110955,277,4,0,0.0,364,1,1,0,0,0,3
36111598,248,3,23,2.3,259,1,1,0,0,0,6
36112702,183,4,0,0.0,0,1,1,0,0,0,3
36114876,608,6,0,0.0,88,8,0,0,0,1,3
36116018,149,1,1,0.19,364,1,0,0,1,0,3
36126091,249,2,1,0.33,177,8,0,0,1,0,3
36129298,288,1,1,0.09,0,1,0,0,1,0,9
36129506,302,1,2,0.66,365,1,1,0,0,0,5
36130701,178,3,11,0.99,0,20,1,0,0,0,3
36131181,398,3,0,0.0,87,8,0,0,1,0,3
36137818,351,2,2,0.26,0,8,0,0,1,0,3
36142596,999,1,0,0.0,365,1,0,0,1,0,9
36143205,220,1,1,0.12,364,5,0,0,1,0,5
36147645,401,4,0,0.0,365,1,1,0,0,0,3
36149678,49,1,2,0.41,365,6,0,0,1,0,1
36150023,121,2,1,0.33,359,1,1,0,0,0,5
36150808,127,2,1,0.13,365,1,0,0,1,0,9
36166572,330,1,0,0.0,363,1,0,0,1,0,3
36169462,105,3,0,0.0,1,1,1,0,0,0,3
36169859,502,2,1,0.33,0,1,1,0,0,0,3
36171475,299,30,0,0.0,365,1,0,0,0,1,3
36174800,59,1,11,1.1,0,2,0,0,1,0,6
36175140,500,2,2,0.48,257,1,1,0,0,0,6
36176803,111,3,7,0.73,270,3,1,0,0,0,3
36177173,132,19,27,2.52,89,2,1,0,0,0,3
36177598,231,3,0,0.0,144,2,1,0,0,0,6
36177940,183,1,41,3.82,191,2,1,0,0,0,3
36180053,432,1,2,0.26,364,1,0,0,1,0,3
36180499,249,2,2,0.18,172,1,1,0,0,0,3
36181103,38,1,0,0.0,1,1,0,0,0,1,0
36181892,66,1,27,2.45,110,8,1,0,0,0,3
36193398,498,7,2,0.42,363,1,1,0,0,0,3
36195649,299,3,12,1.12,148,1,1,0,0,0,3
36196215,348,7,0,0.0,364,1,1,0,0,0,3
36197503,398,4,7,0.94,244,1,1,0,0,0,3
36200951,127,2,3,0.71,294,1,1,0,0,0,3
36204690,451,1,0,0.0,365,1,0,0,1,0,6
36220946,249,2,26,2.48,190,1,1,0,0,0,3
36223966,597,4,0,0.0,83,1,1,0,0,0,3
36226535,393,4,8,0.79,90,29,1,0,0,0,3
36230089,902,3,1,0.09,0,16,1,0,0,0,3
36231422,592,2,1,0.11,0,1,1,0,0,0,9
36234630,282,3,1,0.13,87,8,1,0,0,0,3
36234973,247,3,4,0.51,301,2,1,0,0,0,3
36236711,282,2,8,0.73,328,2,1,0,0,0,3
36238202,188,4,0,0.0,177,8,1,0,0,0,3
36239977,122,3,0,0.0,27,6,0,0,0,1,3
36241618,119,2,0,0.0,1,3,0,0,1,0,3
36257631,111,3,10,0.98,174,3,0,0,1,0,3
36263546,198,3,3,0.38,365,1,1,0,0,0,9
36264677,151,1,0,0.0,89,2,0,0,1,0,2
36265528,198,2,0,0.0,365,3,1,0,0,0,6
36270691,698,2,6,0.61,90,1,1,0,0,0,6
36270941,110,1,3,0.61,365,2,0,0,1,0,3
36272245,221,3,9,0.97,0,1,1,0,0,0,3
36278110,110,2,0,0.0,178,2,0,0,1,0,9
36279262,200,2,0,0.0,0,1,1,0,0,0,3
36282080,291,4,0,0.0,90,1,1,0,0,0,6
36287501,387,3,1,0.1,179,8,1,0,0,0,3
36298424,275,2,0,0.0,365,2,0,0,1,0,9
36299219,99,1,1,0.09,365,1,0,0,1,0,3
36299478,198,2,5,0.57,363,1,1,0,0,0,9
36302886,70,1,6,1.01,364,1,0,0,1,0,8
36303925,154,2,15,1.39,89,6,0,1,0,0,6
36307460,382,3,3,0.39,364,3,1,0,0,0,9
36307903,249,5,1,0.39,178,1,1,0,0,0,3
36312355,122,1,0,0.0,49,22,1,0,0,0,3
36314510,49,2,1,0.2,364,1,0,0,1,0,3
36315776,398,2,13,1.24,0,1,1,0,0,0,9
36316396,44,2,1,0.12,0,1,0,0,1,0,3
36317379,188,2,9,0.87,334,7,1,0,0,0,3
36334455,126,3,0,0.0,364,4,1,0,0,0,3
36336878,148,5,3,0.44,255,22,1,0,0,0,3
36337395,198,5,1,0.13,365,3,0,0,1,0,9
36338087,852,2,0,0.0,0,1,1,0,0,0,3
36338326,221,2,1,0.1,0,2,1,0,0,0,3
36342322,299,2,0,0.0,361,7,1,0,0,0,3
36343379,140,2,1,0.12,338,7,1,0,0,0,3
36346868,121,1,0,0.0,145,22,1,0,0,0,3
36347049,122,2,11,1.02,83,2,0,0,1,0,3
36349416,110,2,20,2.33,90,1,1,0,0,0,5
36349542,220,1,1,0.2,365,1,1,0,0,0,0
36351243,149,1,1,0.13,0,22,1,0,0,0,3
36351411,100,1,3,0.29,0,1,0,0,1,0,9
36354647,100,1,5,0.54,178,1,0,0,1,0,3
36355060,122,2,0,0.0,0,1,0,0,1,0,3
36357141,132,5,1,0.1,358,1,1,0,0,0,5
36371550,198,2,0,0.0,358,1,1,0,0,0,3
36373235,94,2,24,2.38,22,6,0,0,1,0,3
36374315,104,7,3,0.39,364,8,1,0,0,0,3
36378503,88,1,43,4.29,278,2,0,0,1,0,3
36382853,189,1,37,3.51,1,1,1,0,0,0,3
36385131,149,1,12,1.19,179,1,0,0,1,0,3
36388359,752,3,1,0.13,364,9,1,0,0,0,3
